"Name";"Age";"Date Of Birth";"Unique ID"
"Austin, Neil";"31";"26.04.1983";"5112194"
"Campbell-Ryce, Jamal";"31";"06.04.1983";"5112208"
"Pipe, David";"30";"05.11.1983";"5112215"
"Leacock, Dean";"30";"10.06.1984";"5112247"
"Lita, Leroy";"29";"28.12.1984";"5112273"
"Rosenior, Liam";"29";"09.07.1984";"5112276"
"Falkingham, Josh";"23";"25.08.1990";"5112316"
"Gobern, Lewis";"29";"28.01.1985";"5112367"
"Vincent, Ashley";"29";"26.05.1985";"5112371"
"Watson, Matt";"29";"01.01.1985";"5112372"
"Jarvis, Ryan";"27";"11.07.1986";"5112382"
"Crow, Danny";"28";"26.01.1986";"5112385"
"El-Abd, Adam";"29";"11.09.1984";"5112401"
"Tierney, Marc";"28";"23.08.1985";"5112405"
"Kelly, Stephen";"30";"06.09.1983";"5112417"
"Hughes, Mark";"30";"16.09.1983";"5112422"
"Marney, Dean";"30";"31.01.1984";"5112423"
"Barnard, Lee";"29";"18.07.1984";"5112433"
"Yeates, Mark";"29";"11.01.1985";"5112435"
"Francis, Simon";"29";"16.02.1985";"5112466"
"Wright, Jake";"28";"11.03.1986";"5112475"
"Doherty, Sean";"29";"10.02.1985";"5112482"
"Timlin, Michael";"29";"19.03.1985";"5112483"
"Pratley, Darren";"29";"22.04.1985";"5112486"
"Jennings, Steve";"29";"28.10.1984";"5112496"
"Bowery, Jordan";"23";"02.07.1991";"5112501"
"Hollands, Danny";"28";"06.11.1985";"5112517"
"Hoskins, Will";"28";"06.05.1986";"5112542"
"Keogh, Richard";"27";"11.08.1986";"5112561"
"Davis, Steven";"29";"01.01.1985";"5112574"
"O'Connor, James";"29";"20.11.1984";"5112579"
"Whittingham, Peter";"29";"08.09.1984";"5112581"
"Cahill, Gary";"28";"19.12.1985";"5112583"
"Whing, Andy";"29";"20.09.1984";"5112595"
"Wesolowski, James";"26";"25.08.1987";"5112600"
"Logan, Conrad";"28";"18.04.1986";"5112605"
"O'Grady, Chris";"28";"25.01.1986";"5112607"
"Dodds, Louis";"27";"08.10.1986";"5112611"
"Stearman, Richard";"26";"19.08.1987";"5112614"
"Ashikodi, Moses";"27";"27.06.1987";"5112620"
"Langmead, Kelvin";"29";"23.03.1985";"5112634"
"Neal, Chris";"28";"23.10.1985";"5112636"
"McCormack, Alan";"30";"10.01.1984";"5112644"
"Wood, Richard";"29";"05.07.1985";"5112649"
"St. Ledger, Sean";"29";"28.12.1984";"5112665"
"Forte, Jonathan";"27";"25.07.1986";"5112682"
"Horwood, Evan";"28";"10.03.1986";"5112688"
"Hurst, Kevan";"28";"27.08.1985";"5112690"
"Purkiss, Ben";"30";"01.04.1984";"5112697"
"Robertson, Chris";"28";"11.10.1985";"5112699"
"Sharp, Billy";"28";"05.02.1986";"5112702"
"Gregory, Steven";"27";"19.03.1987";"5112724"
"Poke, Michael";"28";"21.11.1985";"5112737"
"Gillett, Simon";"28";"06.11.1985";"5112739"
"Soares, Louie";"29";"08.01.1985";"5112753"
"Parslow, Danny";"28";"11.09.1985";"5112763"
"Ahmed, Adnan";"30";"07.06.1984";"5112775"
"McCombe, John";"29";"07.05.1985";"5112784"
"Mirfin, David";"29";"18.04.1985";"5112785"
"Collins, Michael";"28";"30.04.1986";"5112788"
"Baines, Leighton";"29";"11.12.1984";"5112801"
"Fox, Danny";"28";"29.05.1986";"5112812"
"Raven, David";"29";"10.03.1985";"5112817"
"McNulty, Steve";"30";"26.09.1983";"5112821"
"Yates, Adam";"31";"28.05.1983";"5112836"
"Chambers, Luke";"28";"28.09.1985";"5112839"
"Morison, Steve";"30";"29.08.1983";"5112840"
"Mangan, Andy";"27";"30.08.1986";"5112844"
"Meredith, James";"26";"04.04.1988";"5112851"
"Fuller, Barry";"29";"25.08.1984";"5112859"
"Robertson, Gregor";"30";"19.01.1984";"5112881"
"Moxey, Dean";"28";"14.01.1986";"5112949"
"Brill, Dean";"28";"02.12.1985";"5112973"
"Davies, Curtis";"29";"15.03.1985";"5112976"
"Barnett, Leon";"28";"30.11.1985";"5112981"
"Blackstock, Dexter";"28";"20.05.1986";"5112989"
"Stockdale, David";"28";"20.09.1985";"5113004"
"Wiseman, Scott";"28";"09.10.1985";"5113021"
"Donaldson, Clayton";"30";"07.02.1984";"5113025"
"Butler, Andy";"30";"04.11.1983";"5113036"
"Boyd, George";"28";"02.10.1985";"5113080"
"Young, Ashley";"28";"09.07.1985";"5113149"
"McLeod, Izale";"29";"15.10.1984";"5113182"
"Huddlestone, Tom";"27";"28.12.1986";"5113183"
"Chicksen, Adam";"22";"27.09.1991";"5113245"
"McGoldrick, David";"26";"29.11.1987";"5113246"
"Roberts, Mark";"30";"16.10.1983";"5113281"
"Potter, Darren";"29";"21.12.1984";"5113325"
"Wright, Andrew";"29";"15.01.1985";"5113328"
"Gallagher, Paul";"29";"09.08.1984";"5113330"
"Bruce, Alex";"29";"28.09.1984";"5113340"
"Morrison, James";"28";"25.05.1986";"5113352"
"Brunt, Chris";"29";"14.12.1984";"5113355"
"Liddle, Gary";"28";"15.06.1986";"5113365"
"Davies, Andrew";"29";"17.10.1984";"5113369"
"Taylor, Andrew";"27";"01.08.1986";"5113373"
"Downing, Stewart";"29";"22.07.1984";"5113374"
"McMahon, Tony";"28";"24.03.1986";"5113378"
"Turnbull, Ross";"29";"04.01.1985";"5113381"
"Pugh, Marc";"27";"02.04.1987";"5113470"
"Scott, Paul";"29";"29.01.1985";"5113481"
"Ikeme, Carl";"28";"08.06.1986";"5113496"
"Lowe, Keith";"28";"13.09.1985";"5113497"
"Borrowdale, Gary";"28";"16.07.1985";"5113501"
"Hunt, David";"31";"10.09.1982";"5113503"
"Dobson, Craig";"30";"23.01.1984";"5113509"
"Soares, Tom";"27";"10.07.1986";"5113511"
"Watson, Ben";"28";"09.07.1985";"5113515"
"Awuah, Jones";"30";"07.10.1983";"5113562"
"Jarvis, Matt";"28";"22.05.1986";"5113564"
"Crofts, Andrew";"30";"29.05.1984";"5113587"
"Morgan, Wes";"30";"21.01.1984";"5113594"
"Perch, James";"28";"29.09.1985";"5113655"
"McGugan, Lewis";"25";"25.10.1988";"5113656"
"Atieno, Taiwo";"28";"06.08.1985";"5113660"
"Fryatt, Matty";"28";"05.03.1986";"5113662"
"Bennett, Julian";"29";"17.12.1984";"5113670"
"Reo-Coker, Nigel";"30";"14.05.1984";"5113680"
"Kamara, Malvin";"30";"17.11.1983";"5113681"
"Baldwin, Pat";"31";"12.11.1982";"5113682"
"White, John";"27";"26.07.1986";"5113684"
"Okuonghae, Magnus";"28";"16.02.1986";"5113699"
"Morais, Filipe";"28";"21.11.1985";"5113703"
"Woodards, Dan";"30";"07.10.1983";"5113707"
"Garner, Matt";"30";"09.04.1984";"5113729"
"Duffy, Mark";"28";"07.10.1985";"5113768"
"Kightly, Michael";"28";"24.01.1986";"5113816"
"McEveley, Jay";"29";"11.02.1985";"5113855"
"O'Hara, Jamie";"27";"25.09.1986";"5113930"
"Doyle, Nathan";"27";"12.01.1987";"5113944"
"Fontaine, Liam";"28";"07.01.1986";"5113948"
"Robinson, Andy";"34";"03.11.1979";"5113959"
"O'Brien, Joey";"28";"17.02.1986";"5114001"
"Shakes, Ricky";"29";"25.01.1985";"5114007"
"Talbot, Jason";"28";"30.09.1985";"5114008"
"Tubbs, Matt";"29";"15.07.1984";"5114010"
"Onuoha, Nedum";"27";"30.11.1986";"5114013"
"Barton, Joey";"31";"02.09.1982";"5114014"
"Elliott, Stephen";"30";"06.01.1984";"5114019"
"Wright-Phillips, Bradley";"29";"12.03.1985";"5114021"
"Schmeichel, Kasper";"27";"05.11.1986";"5114022"
"Drury, Andy";"30";"28.11.1983";"5114204"
"Taylor, Steven";"28";"23.01.1986";"5114243"
"Ramage, Peter";"30";"22.11.1983";"5114248"
"Orr, Bradley";"31";"01.11.1982";"5114251"
"Bartlett, Adam";"28";"27.02.1986";"5114252"
"Kilkenny, Neil";"28";"19.12.1985";"5114299"
"Legge, Leon";"29";"28.04.1985";"5114449"
"Dagnall, Chris";"28";"15.04.1986";"5114478"
"Skuse, Cole";"28";"29.03.1986";"5114556"
"Webster, Byron";"27";"31.03.1987";"5114562"
"Wroe, Nicky";"28";"28.09.1985";"5114597"
"Craig, Tony";"29";"20.04.1985";"5114617"
"Chaplow, Richard";"29";"02.02.1985";"5114618"
"Lewington, Dean";"30";"18.05.1984";"5114619"
"O'Brien, Alan";"29";"20.02.1985";"5114760"
"Wilson, Marc";"26";"17.08.1987";"5114764"
"Hird, Sam";"26";"07.09.1987";"5114765"
"Taylor, Jason";"27";"28.01.1987";"5114788"
"Taylor, Chris";"27";"20.12.1986";"5114789"
"Weston, Myles";"26";"12.03.1988";"5115857"
"Gibson, Darron";"26";"25.10.1987";"5116918"
"Shawcross, Ryan";"26";"04.10.1987";"5116920"
"Jones, Ritchie";"27";"26.09.1986";"5116923"
"Lee, Kieran";"26";"22.06.1988";"5116925"
"Campbell, Fraizer";"26";"13.09.1987";"5116926"
"Daniels, Luke";"26";"05.01.1988";"5116928"
"Mikel, John Obi";"27";"22.04.1987";"5116933"
"Simpson, Danny";"27";"04.01.1987";"5116936"
"Gardner, Scott";"26";"01.04.1988";"5117737"
"Morris, Ian";"27";"27.02.1987";"5117740"
"Guthrie, Danny";"27";"18.04.1987";"5118005"
"Peltier, Lee";"27";"11.12.1986";"5118010"
"Woods, Calum";"27";"05.02.1987";"5118016"
"King, Dave";"27";"05.07.1987";"5118324"
"Hogan, David";"28";"31.05.1986";"5118335"
"Milsom, Robert";"27";"02.01.1987";"5118364"
"Sheehan, Alan";"27";"14.09.1986";"5118368"
"Dann, Scott";"27";"14.02.1987";"5118396"
"Graham, Danny";"28";"12.08.1985";"5118406"
"Wheater, David";"27";"14.02.1987";"5118407"
"Craddock, Tom";"27";"14.10.1986";"5118411"
"Johnson, Adam";"26";"14.07.1987";"5118412"
"Kennedy, Jason";"27";"11.09.1986";"5118413"
"Bates, Matthew";"27";"10.12.1986";"5118414"
"Cochrane, Justin";"32";"26.01.1982";"5118422"
"fon Williams, Owain";"27";"17.03.1987";"5118439"
"Sutton, Ritchie";"28";"29.04.1986";"5118441"
"Bond, Andy";"28";"16.03.1986";"5118443"
"Maynard, Nicky";"27";"11.12.1986";"5118461"
"Foley, David";"27";"12.05.1987";"5118473"
"Harrold, Matt";"29";"25.07.1984";"5118504"
"Flynn, Ryan";"25";"04.09.1988";"5118526"
"Harley, Ryan";"29";"22.01.1985";"5118527"
"Taylor, Rob";"29";"16.01.1985";"5118554"
"O'Cearuill, Joe";"27";"09.02.1987";"5118559"
"Saah, Brian";"27";"16.12.1986";"5118563"
"McFadzean, Kyle";"27";"28.02.1987";"5118707"
"Flinders, Scott";"28";"12.06.1986";"5118761"
"Waite, Jamie";"28";"20.02.1986";"5118764"
"Lee, Dwane";"34";"26.11.1979";"5118985"
"King, Jack";"28";"20.08.1985";"5119032"
"Jones, Rob";"34";"03.11.1979";"5119046"
"Hart, Joe";"27";"19.04.1987";"5119142"
"Atkinson, Rob";"27";"29.04.1987";"5119149"
"Doyle, Colin";"29";"12.06.1985";"5119852"
"Mackie, Jamie";"28";"22.09.1985";"5119855"
"Vaz T¨º, Ricardo";"27";"01.10.1986";"5119861"
"Edgar, David";"27";"19.05.1987";"5119866"
"Finnigan, Carl";"27";"01.10.1986";"5119871"
"Pattison, Matty";"27";"27.10.1986";"5119872"
"Grant, Joel";"26";"26.08.1987";"5119890"
"Mariappa, Adrian";"27";"03.10.1986";"5119893"
"Howell, Luke";"27";"05.01.1987";"5119948"
"Lewis, Joe";"26";"06.10.1987";"5119950"
"Martin, Russell";"28";"04.01.1986";"5119966"
"Connolly, Matthew";"26";"24.09.1987";"5119972"
"Hamer, Ben";"26";"20.11.1987";"5119981"
"Cox, Simon";"27";"28.04.1987";"5119985"
"Paterson, Martin";"27";"13.05.1987";"5119993"
"Dickinson, Carl";"27";"31.03.1987";"5119994"
"Coke, Giles";"28";"03.06.1986";"5120016"
"Duffy, Richard";"28";"30.08.1985";"5120054"
"Cranie, Martin";"27";"26.09.1986";"5120064"
"Jarrett, Albert";"29";"23.10.1984";"5120072"
"Grant, Anthony";"27";"04.06.1987";"5120074"
"Smith, Jimmy";"27";"07.01.1987";"5120075"
"Hobbs, Jack";"25";"18.08.1988";"5120081"
"Barcham, Andy";"27";"16.12.1986";"5120086"
"Lee, Charlie";"27";"05.01.1987";"5120089"
"Daniels, Charlie";"27";"07.09.1986";"5120090"
"F¨¤bregas, Cesc";"27";"04.05.1987";"5120110"
"Howard, Mark";"27";"21.09.1986";"5120117"
"Leadbitter, Grant";"28";"07.01.1986";"5120299"
"Brown, Chris";"29";"11.12.1984";"5120304"
"Wells, Dean";"29";"25.03.1985";"5120309"
"Showunmi, Enoch";"32";"21.04.1982";"5120459"
"Clarke, Billy";"26";"13.12.1987";"5121496"
"Keane, Keith";"27";"20.11.1986";"5121543"
"Buchanan, David";"28";"06.05.1986";"5122894"
"Loach, Scott";"26";"27.05.1988";"5122978"
"Robinson, Anton";"28";"17.02.1986";"5122997"
"Cohen, Chris";"27";"05.03.1987";"5123003"
"Noble, Mark";"27";"08.05.1987";"5123004"
"Martin, David";"28";"22.01.1986";"5123005"
"Tremarco, Carl";"28";"11.10.1985";"5123013"
"Ruddy, John";"27";"24.10.1986";"5123017"
"Garvan, Owen";"26";"29.01.1988";"5123028"
"Moore, Sammy";"26";"07.09.1987";"5123029"
"Haynes, Danny";"26";"19.01.1988";"5123032"
"Williams, Marcus";"28";"08.04.1986";"5123046"
"Martin, Lee";"27";"09.02.1987";"5123097"
"Martins, Andeele";"27";"23.01.1987";"5123098"
"Rose, Danny";"26";"21.02.1988";"5123101"
"Cattermole, Lee";"26";"21.03.1988";"5123105"
"Hines, Seb";"26";"29.05.1988";"5123107"
"Begovic, Asmir";"27";"20.06.1987";"5123112"
"Compton, Jack";"25";"02.09.1988";"5123121"
"Pearce, Jason";"26";"06.12.1987";"5123135"
"Davies, Mark";"26";"18.02.1988";"5123141"
"Davis, Liam";"27";"23.11.1986";"5123150"
"Weir, Robbie";"25";"09.12.1988";"5123171"
"Carson, Trevor";"26";"05.03.1988";"5123184"
"Reid, Kyel";"26";"26.11.1987";"5123212"
"Singh, Bobby";"27";"02.02.1987";"5123214"
"Laird, Scott";"26";"15.05.1988";"5123223"
"Dickson, Ryan";"27";"14.12.1986";"5123224"
"Zebroski, Chris";"27";"29.10.1986";"5123232"
"Farr, Sonny";"27";"12.10.1986";"5123245"
"Jackson, Simeon";"27";"28.03.1987";"5123253"
"Le Fondre, Adam";"27";"02.12.1986";"5123286"
"Davies, Steven";"26";"29.12.1987";"5123300"
"Jones, Mike";"26";"15.08.1987";"5123304"
"Anya, Ikechi";"26";"03.01.1988";"5123330"
"Foley, Sam";"27";"17.10.1986";"5123379"
"Lewis, Danny";"32";"18.06.1982";"5123412"
"Hartley, Danny";"27";"14.06.1987";"5123434"
"Boulding, Rory";"25";"21.07.1988";"5123485"
"Williams, Andrew";"27";"14.08.1986";"5123486"
"Agbonlahor, Gabby";"27";"13.10.1986";"5123498"
"O'Halloran, Stephen";"26";"29.11.1987";"5123503"
"Osbourne, Isaiah";"26";"05.11.1987";"5123504"
"Ward, Jamie";"28";"12.05.1986";"5123506"
"Williams, Sam";"27";"09.06.1987";"5123507"
"Gardner, Craig";"27";"25.11.1986";"5123512"
"Howson, Jonny";"26";"21.05.1988";"5123525"
"Diagouraga, Toumani";"27";"09.06.1987";"5123587"
"Turner, Ben";"26";"21.01.1988";"5123634"
"Alnwick, Ben";"27";"01.01.1987";"5123637"
"Hartley, Peter";"26";"03.04.1988";"5123651"
"Charles, Darius";"26";"10.12.1987";"5124270"
"Osborne, Karleigh";"26";"19.03.1988";"5124279"
"Martin, Chris";"25";"04.11.1988";"5124381"
"Piqu¨¦, Gerard";"27";"02.02.1987";"5124470"
"Rossi, Giuseppe";"27";"01.02.1987";"5124471"
"Huntington, Paul";"26";"17.09.1987";"5124491"
"Lewis, Stuart";"26";"15.10.1987";"5124582"
"Maghoma, Jacques";"26";"23.10.1987";"5124583"
"Lafferty, Kyle";"26";"16.09.1987";"5124599"
"McCann, Chris";"26";"21.07.1987";"5124600"
"Summerfield, Luke";"26";"06.12.1987";"5124668"
"Cresswell, Ryan";"26";"22.12.1987";"5124871"
"Law, Nicky";"26";"29.03.1988";"5124874"
"Quinn, Stephen";"28";"04.04.1986";"5124877"
"Robertson, Jordan";"26";"12.02.1988";"5124878"
"Dyer, Nathan";"26";"29.11.1987";"5125009"
"James, Lloyd";"26";"16.02.1988";"5125011"
"Lallana, Adam";"26";"10.05.1988";"5125012"
"Walcott, Theo";"25";"16.03.1989";"5125014"
"Elokobi, George";"28";"31.01.1986";"5125146"
"McArdle, Rory";"27";"01.05.1987";"5125356"
"McAllister, Sean";"26";"15.08.1987";"5125358"
"Talbot, Drew";"27";"19.07.1986";"5125359"
"Spurr, Tommy";"26";"13.09.1987";"5125362"
"Golbourne, Scott";"26";"29.02.1988";"5126000"
"Zieler, Ron-Robert";"25";"12.02.1989";"5127684"
"Etuhu, Kelvin";"26";"30.05.1988";"5127707"
"Grimes, Ashley";"27";"09.12.1986";"5127708"
"Ireland, Stephen";"27";"22.08.1986";"5127709"
"Logan, Shaleum";"26";"29.01.1988";"5127712"
"Sturridge, Daniel";"24";"01.09.1989";"5127717"
"O'Donnell, Richard";"25";"12.09.1988";"5127729"
"Clarke, Tom";"26";"21.12.1987";"5127741"
"Bradley, Mark";"26";"14.01.1988";"5127754"
"Nicholls, Alex";"26";"09.12.1987";"5127756"
"Demontagnac, Ishmel";"26";"15.06.1988";"5127759"
"Done, Matty";"26";"22.06.1988";"5127843"
"Carroll, Andy";"25";"06.01.1989";"5128259"
"Forster, Fraser";"26";"17.03.1988";"5128263"
"Baker, Lee";"25";"20.01.1989";"5128551"
"Franks, Jonathan";"24";"08.04.1990";"5128553"
"Rodriguez, Jay";"24";"29.07.1989";"5128651"
"Addison, Miles";"25";"07.01.1989";"5128709"
"Atkins, Ross";"24";"03.11.1989";"5128711"
"Woods, Michael";"24";"06.04.1990";"5129003"
"Chambers, Ashley";"24";"01.03.1990";"5129038"
"Shotton, Ryan";"25";"30.09.1988";"5129388"
"Bangura, Al";"26";"24.01.1988";"5129476"
"Tomkins, James";"25";"29.03.1989";"5129541"
"Alessandra, Lewis";"25";"08.02.1989";"5130036"
"Prosser, Luke";"26";"28.05.1988";"5130136"
"Doe, Scott";"25";"06.11.1988";"5130320"
"Jutkiewicz, Lukas";"25";"20.03.1989";"5130321"
"Holmes, Danny";"25";"06.01.1989";"5130454"
"Fleming, Andy";"26";"05.10.1987";"5130561"
"Williams, Rhys";"25";"14.07.1988";"5130621"
"Long, Shane";"27";"22.01.1987";"5130729"
"Upson, Ed";"24";"21.11.1989";"5130825"
"Trotter, Liam";"25";"24.08.1988";"5130833"
"Baldock, Sam";"25";"15.03.1989";"5130916"
"Mannone, Vito";"26";"02.03.1988";"5131045"
"McGurk, Adam";"25";"24.01.1989";"5131103"
"Sinclair, James";"26";"22.10.1987";"5131139"
"Wright, Josh";"24";"06.11.1989";"5131168"
"Bertrand, Ryan";"24";"05.08.1989";"5131224"
"Bridcutt, Liam";"25";"08.05.1989";"5131225"
"Cummings, Shaun";"25";"25.02.1989";"5131226"
"Hutchinson, Sam";"24";"03.08.1989";"5131229"
"Twumasi, Seth Nana";"24";"15.05.1990";"5131234"
"Taylor, Rhys";"24";"07.04.1990";"5131237"
"Chester, James";"25";"23.01.1989";"5131427"
"Eckersley, Richard";"25";"12.03.1989";"5131428"
"Hewson, Sam";"25";"28.11.1988";"5131433"
"Troisi, James";"26";"03.07.1988";"5131654"
"Collison, Jack";"25";"02.10.1988";"5131754"
"Hines, Zavon";"25";"27.12.1988";"5131757"
"Widdowson, Joe";"25";"29.03.1989";"5131761"
"Joyce, Luke";"26";"09.07.1987";"5131785"
"Blake, Darcy";"25";"13.12.1988";"5131839"
"Bailey, James";"25";"18.09.1988";"5131952"
"Brown, Junior";"25";"07.05.1989";"5131953"
"Dugdale, Adam";"26";"12.09.1987";"5131958"
"Evans, Gareth";"26";"26.04.1988";"5131959"
"Miller, Shaun";"26";"25.09.1987";"5131967"
"Moore, Byron";"25";"24.08.1988";"5131968"
"Morgan-Smith, Amari";"25";"03.04.1989";"5131969"
"O'Connor, Michael";"26";"06.10.1987";"5131970"
"McGrail, Chris";"25";"05.05.1989";"5132141"
"Boden, Luke";"25";"26.11.1988";"5132244"
"Bale, Gareth";"24";"16.07.1989";"5132312"
"Lancashire, Oliver";"25";"13.12.1988";"5132313"
"Thomson, Jake";"25";"12.05.1989";"5132315"
"McCoy, Marvin";"25";"02.10.1988";"5132367"
"Robinson, Theo";"25";"22.01.1989";"5132368"
"Butorins, Artjons";"25";"17.10.1988";"5132463"
"Myrie-Williams, Jennison";"26";"17.05.1988";"5132512"
"Law, Josh";"24";"19.08.1989";"5132515"
"Smithies, Alex";"24";"05.03.1990";"5132647"
"MacDonald, Shaun";"26";"17.06.1988";"5132855"
"McKeown, James";"24";"24.07.1989";"5132881"
"Lines, Chris";"28";"30.11.1985";"5133004"
"Johnson, Bradley";"27";"28.04.1987";"5133341"
"Odhiambo, Eric";"25";"12.05.1989";"5133353"
"Tomlin, Lee";"25";"12.01.1989";"5133423"
"Moloney, Brendan";"25";"18.01.1989";"5133477"
"Winfield, Dave";"26";"24.03.1988";"5133521"
"Carter, Hayden";"21";"12.11.1992";"5133611"
"Pearce, Alex";"25";"09.11.1988";"5133613"
"Friend, George";"26";"19.10.1987";"5133646"
"Davies, Scott";"27";"27.02.1987";"5133742"
"Smith, Jonathan";"27";"17.10.1986";"5133745"
"Hall, Asa";"27";"29.11.1986";"5133909"
"Hill, Shane";"26";"05.08.1987";"5134006"
"Taiwo, Tom";"24";"27.02.1990";"5134488"
"Rose, Danny";"24";"02.07.1990";"5134489"
"Lees, Tom";"23";"28.11.1990";"5134490"
"Elliott, Tom";"23";"09.11.1990";"5134493"
"Gordon, Ben";"23";"02.03.1991";"5134494"
"Ameobi, Tomi";"25";"16.08.1988";"5134497"
"Taylor, Matt";"32";"30.01.1982";"5200051"
"McNaughton, Kevin";"31";"28.08.1982";"5200069"
"Greer, Gordon";"33";"14.12.1980";"5200142"
"L?venkrands, Peter";"34";"29.01.1980";"5200528"
"Whittaker, Steven";"30";"16.06.1984";"5200677"
"Puncheon, Jason";"28";"26.06.1986";"5200783"
"Webster, Andy";"32";"23.04.1982";"5200903"
"Doyle, Michael";"33";"08.07.1981";"5201112"
"Maloney, Shaun";"31";"24.01.1983";"5201881"
"Pearson, Stephen";"31";"02.10.1982";"5201898"
"Collins, Neill";"30";"02.09.1983";"5202110"
"Shearer, Scott";"33";"15.02.1981";"5203630"
"Turner, Iain";"30";"26.01.1984";"5203649"
"Cowie, Don";"31";"15.02.1983";"5203657"
"Dobbie, Stephen";"31";"05.12.1982";"5203667"
"Berra, Christophe";"29";"31.01.1985";"5204034"
"Broadfoot, Kirk";"29";"08.08.1984";"5204669"
"Marshall, David";"29";"05.03.1985";"5204716"
"McGeady, Aiden";"28";"04.04.1986";"5204728"
"Wallace, Ross";"29";"23.05.1985";"5204738"
"Burke, Chris";"30";"02.12.1983";"5204779"
"McCormack, Ross";"27";"18.08.1986";"5204783"
"Hutton, Alan";"29";"30.11.1984";"5204786"
"Diamond, Zander";"29";"12.03.1985";"5204791"
"Doumb¨¦, Mathias";"34";"28.10.1979";"5204795"
"Bell, Cammy";"27";"18.09.1986";"5204807"
"Conway, Craig";"29";"02.05.1985";"5204885"
"MacDonald, Jamie";"28";"17.04.1986";"5204936"
"Naismith, Steven";"27";"14.09.1986";"5204964"
"Grainger, Danny";"27";"28.07.1986";"5205466"
"Gow, Alan";"31";"09.10.1982";"5206346"
"MacKenzie, Gary";"28";"15.10.1985";"5206368"
"Brown, Scott";"29";"25.06.1985";"5206665"
"Dixon, Paul";"27";"22.11.1986";"5207437"
"Fletcher, Steven";"27";"26.03.1987";"5207451"
"Snodgrass, Robert";"26";"07.09.1987";"5207947"
"Dorrans, Graham";"27";"05.05.1987";"5207960"
"Bryson, Craig";"27";"06.11.1986";"5207989"
"Adam, Charlie";"28";"10.12.1985";"5208257"
"Robinson, Lee";"28";"02.07.1986";"5208260"
"Cuthbert, Scott";"27";"15.06.1987";"5208339"
"Arfield, Scott";"25";"01.11.1988";"5209516"
"Harris, Bob";"26";"28.08.1987";"5209557"
"O'Brien, Jim";"26";"28.09.1987";"5209579"
"Maguire, Chris";"25";"16.01.1989";"5211506"
"Caddis, Paul";"26";"19.04.1988";"5212673"
"Berkeley, Matthew";"26";"03.08.1987";"5214059"
"Shinnie, Andrew";"24";"17.07.1989";"5216725"
"McArthur, James";"26";"07.10.1987";"5217388"
"Swanson, Danny";"27";"28.12.1986";"5217632"
"McDonald, Kevin";"25";"04.11.1988";"5220454"
"Estrada, Marco";"31";"28.05.1983";"5250475"
"Valdivia, Jorge";"30";"19.10.1983";"5250709"
"Bravo, Claudio";"31";"13.04.1983";"5251774"
"Iturra, Manuel";"30";"23.06.1984";"5251858"
"Perea, Luis";"35";"30.01.1979";"5260012"
"Mart¨ªnez, Luis";"31";"11.07.1982";"5260489"
"Aguilar, Abel";"29";"06.01.1985";"5261769"
"Guar¨ªn, Fredy";"28";"30.06.1986";"5262184"
"Barreto, ¨¦dgar";"29";"15.07.1984";"5280189"
"Riveros, Cristian";"31";"16.10.1982";"5280525"
"Farf¨¢n, Jefferson";"29";"28.10.1984";"5290504"
"Guerrero, Jos¨¦ Paolo";"30";"01.01.1984";"5290748"
"Rotan, Ruslan";"32";"29.10.1981";"5311115"
"Reva, Vitaliy";"39";"19.11.1974";"5311121"
"Khudzhamov, Rustam";"31";"05.10.1982";"5311528"
"Gusev, Oleg";"31";"25.04.1983";"5314180"
"Ischenko, Mykola";"31";"09.03.1983";"5314215"
"Chygrynskyi, Dmytro";"27";"07.11.1986";"5314413"
"Kobin, Vasyl";"29";"24.05.1985";"5314448"
"Kucher, Olexandr";"31";"22.10.1982";"5314859"
"Pyatov, Andriy";"30";"28.06.1984";"5316866"
"Yussuf, Ayila";"29";"04.11.1984";"5318898"
"Gladkyi, Olexandr";"26";"24.08.1987";"5320492"
"Iakovenko, Oleksandr";"27";"23.06.1987";"5320498"
"Rybka, Olexandr";"27";"10.04.1987";"5323582"
"Tour¨¦, Kolo";"33";"19.03.1981";"5370564"
"Palacios, Wilson";"29";"29.07.1984";"5397626"
"Agbim, Chigozie";"29";"28.11.1984";"5410082"
"Ejide, Austin";"30";"08.04.1984";"5410130"
"Odiah, Chidi";"30";"17.12.1983";"5410138"
"Enyeama, Vincent";"31";"29.08.1982";"5410292"
"Jean-Francois, Lescinel";"27";"02.10.1986";"5430407"
"Porter, Chris";"30";"12.12.1983";"5500023"
"Hyde, Jake";"24";"01.07.1990";"5500039"
"Duke, Matt";"37";"16.06.1977";"5500047"
"Henderson, Darius";"32";"07.09.1981";"5512089"
"Tyson, Nathan";"32";"04.05.1982";"5512090"
"Ashdown, Jamie";"33";"30.11.1980";"5512093"
"Steele, Luke";"29";"24.09.1984";"5512100"
"Woodman, Craig";"31";"22.12.1982";"5512104"
"Lugano, Diego";"33";"02.11.1980";"5512281"
"Mart¨ªnez, Jorge";"31";"05.04.1983";"5512514"
"Rodr¨ªguez, Cristian";"28";"30.09.1985";"5512956"
"Maxi Pereira";"30";"08.06.1984";"5512991"
"Castro, Gonzalo";"29";"14.09.1984";"5513024"
"Eguren, Sebasti¨¢n";"33";"08.01.1981";"5513036"
"Fuchs, Christian";"28";"07.04.1986";"5603918"
"Janko, Marc";"31";"25.06.1983";"5604052"
"Olejnik, Bobby";"27";"26.11.1986";"5604098"
